Recipe with prompt,Human score,Total possible score 
"Pressure Cooker Mini Meatballs With Radiatori, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cucumber Apple Pickle, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Yogurt Mousse with Apricot Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"3 Ingredient Microwave Caramel Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Wine Braised Leg of Lamb With Garlic, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sonoran Hot Dogs with Bacon, Pico de Gallo, and Avocado, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chicken and Cheese Sliders, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Big Batch Marinated Lentils, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Marinated Tofu, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pineapple and Banana Couscous Pudding, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Beef and Snow Peas with Panfried Noodles, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Three Peas with Barley, Chile & Green Garlic, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lamb Chops with Red Onion, Grape Tomatoes, and Feta, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken Nuggets with Mango and Avocado Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chocolate Praline Cake in a Jar, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Hazelnut Panna Cotta with Berry Compote, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grapefruit and Avocado Salad with Ginger Cassis Dressing, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cranberry Pecan Streusel Muffins, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken and Dumplings_6471, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Parsi Potatoes with Egg, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mascerated Berries with Vanilla Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Glazed Leeks With Pine Nut Salsa Verde, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Key Lime Pie with Passion Fruit Coulis and Huckleberry Compote, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Brown Butter and Peanut Brittle Ice Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"The Boy Scouts Campfire Quesadilla, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Raspberry Rose Gin Rickey, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Blue Cheese Dip, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mascarpone and Prune Tartlets, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Liu Shaokun's Spicy Buckwheat Noodles with Chicken, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spicy Peanut Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Good Luck Beef and Korean Rice Cake Soup (Tteokguk), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mulled Red Wine, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Parsnip and Butternut Squash with Flatbreads, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Parsnips with Parsley, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Summer Tomato and Ricotta Tart With Oat Pastry, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Olive Oil Roasted Tomatoes and Fennel with White Beans, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Leafy Greens With Spicy Garlic Oil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Cauliflower with Parmesan Panko Crumble, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Espresso and Mascarpone Icebox Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pasta with Confit Duck and Savoy Cabbage, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Honey Bourbon Toddy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Grilled Zucchini and Leeks with Walnuts and Herbs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Shrimp and Crab Souffles with Red Bell Pepper and Tarragon, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Eggplant Rollatini, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pan Seared Pork Tenderloin with Rhubarb Compote, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lemon Cloud Tart with Rhubarb Compote, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Green Beans with Toasted Walnuts and Dried Cherry Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"French 75_11801, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Meyer Lemon and Dried Blueberry Scones, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Moroccan Beef Stew, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pickled Egg Salad Crostini with Serrano Ham, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Beet and Walnut Dip, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shrimp Poached in Coconut Milk With Fresh Herbs (Yerra Moolee), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Scallops with Asparagus, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Crushed Beets with Lemon Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Quick Pickled Carrots, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cauliflower and Broccoli Flan with Spinach Bechamel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Lamb Stew with Leeks and Baby Artichokes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Savory Pumpkin Pie Soup with Cinnamon Marshmallows, Pepita Streusel, and Whipped Cr̬me Frąche, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Classic Moonpies, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Braised Swiss Chard With Bacon and Hot Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Feta, Spinach, and Basil Omelette Muffins, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Homemade Pappardelle with Bolognese Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Buttered Polenta, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Trail Mix Porridge, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Blisters on My Sisters, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Black and Green Olive Tapenade, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Original Martini, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Peanut and Scallion Relish, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pancakes with Warm Maple Syrup & Coffee Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chocolate on Chocolate Tart with Maple Almonds, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"French 75_13055, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Smoke Roasted Rustic Root Vegetables, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spiced Blueberry Grunt, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"BA's Best Bread, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shawarma Spiced Braised Leg of Lamb, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Berry and Ricotta Slice, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Garlic Chicken, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Blackberry Tarragon Paletas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Oatmeal Wheat Bread, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Caramelized Pears with Dulce de Leche Ice Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Quick Chocolate Cinnamon Mousse with Cherries, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Carrot Beef Sushi with Caper Basil Mustard, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mustard Aioli Grilled Potatoes with Fines Herbes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Spaghetti with Sardines, Dill and Fried Capers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Broiled Red Snapper with Za'atar Salsa Verde, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Philly Cheese Steak, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Peppered Lamb Burgers with Hot Tomato Jam, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shrimp Spring Rolls with Hoisin Dipping Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Panettone with Candied Fruit, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Grilled Coconut Shrimp With Shishito Peppers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mediterranean Chef Salad with Polenta Croutons, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Goat Cheese Souffl̩ with Thyme, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken and Cilantro Bites, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pasta with Delicata Squash and Sage Brown Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Corn, Zucchini, and Black Bean Quesadillas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Caramel Cake_10205, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Turkey Chilaquiles, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Runner Beans with Swiss Chard Stems and Basil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Wilted Spinach with Roasted Garlic, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Baked Snapper with Harissa, New Potatoes, and Spring Onions, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Slow Cooked Summer Squash with Lemon and Thyme, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pounded Flank Steak with Zucchini Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chopped Salad_11726, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Caramel Layered Dark Chocolate Brownies, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
,,
,1684,2000
